,RAW DATA
1535,the backend Experience
1536,Git
1537,GitHub
1538,Bitbucket
1539,TDD
1540,the latest Android / Kotlin trends
1541,"expressive, readable, composable, and testable Kotlin code"
1542,Android SDK
1543,the Android application view lifecycles
1544,functional reactive programming
1545,Observance
1546,Clean architectural and coding principles
1547,Good problemsolving skills
1548,Good verbal communication skills
1549,Willingness
1550,constructive criticism
1551,maturity
1552,RxJava/RxKotlin
1553,Kotlin Multiplatform Experience
1554,Mobile Automation Testing
1555,Jetpack Compose
1556,Familiarity
1557,Fastlane
1558,workflows
1559,Familiarity
1560,debugging
1561,the backend Experience
1562,Git
1563,GitHub
1564,Bitbucket
1565,TDD
1566,the latest Android / Kotlin trends
1567,"expressive, readable, composable, and testable Kotlin code"
1568,Android SDK
1569,the Android application view lifecycles
1570,functional reactive programming
1571,Observance
1572,Clean architectural and coding principles
1573,Good problemsolving skills
1574,Good verbal communication skills
1575,Willingness
1576,constructive criticism
1577,maturity
1578,RxJava/RxKotlin
1579,Kotlin Multiplatform Experience
1580,Mobile Automation Testing
1581,Jetpack Compose
1582,Familiarity
1583,Fastlane
1584,workflows
1585,Familiarity
1586,debugging
1587,the backend Experience
1588,Git
1589,GitHub
1590,Bitbucket
1591,TDD
1592,crossfunctional alignment
1593,estimation
1594,simple and elegant designs
1595,inclusive environment
1596,all backgrounds
1597,Analytics
1598,service oriented architecture
1599,reliability
1600,reliability
1601,resiliency
1602,scalability
1603,SLI
1604,SLA
1605,SLO
1606,Augment instrumentation
1607,cohesive dependency mapping
1608,Build command and control automations
1609,TTR
1610,Toil
1611,oncall and triage rotation
1612,"Linux, Networking and AWS experience"
1613,containerization
1614,container platforms
1615,Docker
1616,Kubernetes
1617,Familiarity
1618,Elasticsearch
1619,Kibana/Grafana
1620,Logstash
1621,kafka
1622,automation systems
1623,saltstack
1624,Python/Kotlin/
1625,high performance networking
1626,Quic
1627,network layer optimization
1628,Real Time transaction protocols/methods
1629,HTTP2
1630,MQTT
1631,Recommends
1632,snoop
1633,other network sniffers
1634,most protocols
1635,TCP/
1636,UDP
1637,our Compute platform
1638,Operability
1639,Resilience
1640,full region failover
1641,stakeholders
1642,the roadmap
1643,Affirm Compute platform infrastructure
1644,mentorship
1645,both organic growth and traffic spikes
1646,selfservice tooling
1647,rapid provisioning
1648,AWS
1649,other Cloud vendors
1650,Familiarity
1651,the Kubernetes ecosystem
1652,Kubernetes
1653,their compute infrastructure
1654,growth mindset
1655,our new Observability Infrastructure
1656,Migrate infrastructure
1657,Kubernetes
1658,our growing infrastructure AWS
1659,oncall and triage rotation
1660,observability/monitoring systems
1661,Linux and AWS experience
1662,Familiarity
1663,Elasticsearch
1664,Kibana
1665,Logstash
1666,automation systems
1667,"ansible, puppet"
1668,saltstack
1669,python
1670,new Affirm products
1671,ecosystem
1672,real time stream processing data pipelines
1673,Affirm future growth
1674,strict SLAs
1675,frameworks
1676,Affirm
1677,billions
1678,the reliability
1679,scalable data processing systems
1680,MapReduce
1681,Spark
1682,
1683,data science and analytics teams
1684,robust and highly available infrastructure
1685,scalable and efficient data processing systems
1686,Relational and NoSQL databases
1687,Data Warehouse solutions
1688,the Consul automation tools
1689,HashiCorp customers
1690,the larger Consul community
1691,the network topologies
1692,constraints
1693,those insights
1694,new functionality
1695,substantive changes
1696,async process
1697,example 
1698,peer feedback
1699,the full lifecycle
1700,Golang
1701,Familiarity
1702,serviceoriented architectures
1703,internal tooling
1704,Empathy
1705,tradeoffs
1706,the broader service mesh ecosystem
1707,practitioners
1708,Curiosity
1709,Raft and Paxos variants
1710,consistency
1711,novel algorithms
1712,Build and architect systems
1713,extremely largescale global fleets
1714,HashiCorp customers
1715,the large Consul community
1716,the full lifecycle
1717,Golang
1718,mentorship
1719,less experienced teammates
1720,reusable white label systems
1721,seamless integration
1722,live ops
1723,optimizations
1724,the dev team
1725,programming deliverables
1726,JIRA
1727,TDDs
1728,other technical documentation
1729,Bachelor Degree
1730,
1731,social freemium game economies
1732,fastpaced team environment
1733,changing deadlines
1734,debugging
1735,profiling
1736,optimizations
1737,other devs
1738,F2P games
1739,F2P success
1740,minimal iterations
1741,user friendly APIs
1742,gameplay logic
1743,performance bottlenecks
1744,welldocumented code
1745,modularity
1746,extensibility
1747,ObjC
1748,computer science fundamentals
1749,algorithms
1750,minimal guidance
1751,Exceptional problem solving
1752,debugging skills
1753,
1754,Shipped multiple applications
1755,mobile console game development
1756,Experience building frameworks
1757,our frameworks
1758,user friendly APIs
1759,gameplay logic
1760,ugui/uitoolkit
1761,performance bottlenecks
1762,welldocumented code
1763,modularity
1764,extensibility
1765,ObjC
1766,computer science fundamentals
1767,algorithms
1768,minimal guidance
1769,Exceptional problem solving
1770,debugging skills
1771,
1772,Shipped multiple applications
1773,Addressable Assets
1774,Asset Bundles
1775,WebSockets
1776,JSON
1777,Python
1778,mobile console game development
1779,Experience building frameworks
1780,mentorship
1781,less experienced teammates
1782,reusable white label systems
1783,seamless integration
1784,live ops
1785,optimizations
1786,the dev team
1787,programming deliverables
1788,JIRA
1789,TDDs
1790,other technical documentation
1791,Bachelor Degree
1792,
1793,social freemium game economies
1794,fastpaced team environment
1795,changing deadlines
1796,debugging
1797,profiling
1798,optimizations
1799,other devs
1800,F2P games
1801,F2P success
1802,development
1803,delivery pipelines
1804,velocity
1805,Mentor
1806,kubernetes production pipelines
1807,Linux and Mac OSX operating systems
1808,Android release pipelines
1809,Jenkins
1810,tooling
1811,
1812,Python
1813,Perforce
1814,Git
1815,Subversion
1816,toolchains
1817,continuous integration systems
1818,preferably Jenkins
1819,Kubernetes
1820,Mac OSX
1821,Linux
1822,Game Development Cycles
1823,relational databases
1824,preferably MySQL
1825,Lua
1826,PHP
1827,ObjC
1828,package and automation tools
1829,Puppet
1830,Ansible
1831,the most impactful features
1832,external vendors
1833,good architectural standards
1834,blockchain backed game creation
1835,Ship exceptional user experiences
1836,clear definitions
1837,"accessible, responsive, and performant user experiences"
1838,Pragmatic approach
1839,Redux
1840,web3js
1841,proactive involvement
1842,build pipeline tools
1843,gulp
1844,sass
1845,typescript
1846,javascript minifiers
1847,"large, long lived backend code bases"
1848,sustainable patterns
1849,fluency
1850,frameworks
1851,GraphQL
1852,Java/JEE
1853,Nodejs
1854,Javascript
1855,relevant transferable technologies
1856,Fluency
1857,Java Spring
1858,Vertx
1859,service application frameworks
1860,kafka
1861,docker
1862,maven
1863,gradle
1864,databases
1865,caches
1866,redis
1867,dynamodb
1868,cassandra
1869,
1870,SEO teams
1871,branded titles/games
1872,Solana
1873,Ethereum
1874,Blockchain tech
1875,modern systems architectures
1876,Python
1877,its web server frameworks
1878,Flask
1879,Django
1880,Golang
1881,demonstrable understanding
1882,core HTTP REST implementations
1883,SQL and NoSQL databases
1884,data modeling
1885,Proficient understanding
1886,code versioning tools
1887,Git
1888,Strong written and verbal communication skills
1889,Apache NiFi Golang service best practices
1890,concurrent designs
1891,Deployment automation
1892,scalable infrastructure
1893,common vulnerabilities
1894,Redux
1895,Webpack
1896,ES6
1897,TypeScript
1898,scripts
1899,deployment
1900,test environments
1901,automation infrastructure
1902,years software experience
1903,python
1904,SQL
1905,Linux
1906,Unixbased operating systems
1907,Proficiency
1908,Git
1909,methodologies
1910,processes
1911,API test automation
1912,problem solver
1913,Python
1914,reliable and scalable online services
1915,robust service orchestration
1916,"highvolume, consumerfacing applications"
1917,VMs
1918,Linux containers
1919,Docker
1920,Kubernetes
1921,matchmaking
1922,heuristic based optimization problems
1923,experiment/data driven system enhancement
1924,adaptability
1925,the team microservices
1926,scalability
1927,Perfecto products
1928,the everlasting effort
1929,technical architecture discussions
1930,Java development experience
1931,Strong proficiency
1932,Java backend infrastructure
1933,NodeJS
1934,largescale production databases
1935,cloud services API
1936,backend deployment
1937,AWS platform
1938,BSc
1939,foundational components
1940,the reliability
1941,scalability
1942,our backend services
1943,other backend teams
1944,evolving software development
1945,Mentor
1946,junior and intermediate developers
1947,Elixir
1948,Experience designing
1949,solid technical writing abilities
1950,Kubernetes
1951,Kafka
1952,gRPC
1953,RocksDB
1954,functional programming
1955,specifications
1956,excellent and fluent interfaces
1957,indicators
1958,functional requirement documents
1959,guides
1960,new development initiatives
1961,Frontend software development
1962,ecosystem
1963,NPM/Yarn
1964,ES6
1965,crossbrowser compatibility issues
1966,iterative development
1967,architectural and design discussions
1968,fast paced environment
1969,SEO principles
1970,web accessibility development
1971,userempathy
1972,the operational efficiency
1973,visibility
1974,design documentation
1975,outages/incidents
1976,ITIL Problem Management
1977,the client infrastructure
1978,resiliency
1979,the occurrence
1980,repetitive administrative and operational tasks
1981,team documentation
1982,schedules
1983,client environments
1984,audit activities
1985,team mates
1986,escalation capacity
1987,microservices architecture
1988,container technologies
1989,Kubernetes
1990,Docker
1991,least one major cloud provider
1992,AWS
1993,Azure
1994,code deployment
1995,Terraform
1996,software development lifecycles
1997,Comprehensive systems hardware
1998,network troubleshooting experience
1999,Common Linux distribution platform installation
2000,configuration
2001,performance tuning
2002,TCP/ networking
2003,NIC bonding and network services configuration
2004,DNS
2005,NTP
2006,DHCP
2007,SMTP
2008,least one hypervisor
2009,VMware
2010,HyperV
2011,KVM
2012,IaaS
2013,PaaS
2014,SaaS
2015,pros
2016,cons
2017,virtualization
2018,web servers
2019,network load balancers
2020,Scripting
2021,automation
2022,bash
2023,python
2024,ruby
2025,deployment
2026,least one major configuration management framework
2027,Puppet
2028,Ansible
2029,troubleshooting
2030,Experience managing networking devices
2031,switches
2032,firewalls
2033,vendors
2034,DevOps tools
2035,NMS
2036,accurate work scheduling
2037,estimations
2038,the operational efficiency
2039,visibility
2040,design documentation
2041,outages/incidents
2042,ITIL Problem Management
2043,the client infrastructure
2044,resiliency
2045,the occurrence
2046,repetitive administrative and operational tasks
2047,team documentation
2048,schedules
2049,client environments
2050,audit activities
2051,team mates
2052,escalation capacity
2053,microservices architecture
2054,container technologies
2055,Kubernetes
2056,Docker
2057,least one major cloud provider
2058,AWS
2059,Azure
2060,code deployment
2061,Terraform
2062,software development lifecycles
2063,Comprehensive systems hardware
2064,network troubleshooting experience
2065,Common Linux distribution platform installation
2066,configuration
2067,performance tuning
2068,TCP/ networking
2069,NIC bonding and network services configuration
2070,DNS
2071,NTP
2072,DHCP
2073,SMTP
2074,least one hypervisor
2075,VMware
2076,HyperV
2077,KVM
2078,IaaS
2079,PaaS
2080,SaaS
2081,pros
2082,cons
2083,virtualization
2084,web servers
2085,network load balancers
2086,Scripting
2087,automation
2088,bash
2089,python
2090,ruby
2091,deployment
2092,least one major configuration management framework
2093,Puppet
2094,Ansible
2095,troubleshooting
2096,Experience managing networking devices
2097,switches
2098,firewalls
2099,vendors
2100,DevOps tools
2101,NMS
2102,accurate work scheduling
2103,estimations
2104,the operational efficiency
2105,visibility
2106,design documentation
2107,outages/incidents
2108,ITIL Problem Management
2109,the client infrastructure
2110,resiliency
2111,the occurrence
2112,repetitive administrative and operational tasks
2113,team documentation
2114,schedules
2115,client environments
2116,audit activities
2117,team mates
2118,escalation capacity
2119,microservices architecture
2120,container technologies
2121,Kubernetes
